cliente_id,codigo_cliente,razao_social,segmento,cidade,uf,data_cadastro,ativo
1117,CLI001117,Cliente 1117,Bar,São Luís,MA,2022-12-13,True
1118,CLI001118,Cliente 1118,Conveniência,Salvador,BA,2024-12-21,False
1119,CLI001119,Cliente 1119,Bar,Maracanaú,CE,2023-09-02,True
1120,CLI001120,Cliente 1120,Conveniência,Olinda,PE,2025-09-19,True
1121,CLI001121,Cliente 1121,Atacado,Maracanaú,CE,2023-12-02,True
1122,CLI001122,Cliente 1122,Mercadinho,Salvador,BA,2021-07-12,True
1123,CLI001123,Cliente 1123,Restaurante,Fortaleza,CE,2023-03-21,True
1124,CLI001124,Cliente 1124,Atacado,Maracanaú,CE,2022-03-11,True
1125,CLI001125,Cliente 1125,Conveniência,Maracanaú,CE,2024-12-25,True
1126,CLI001126,Cliente 1126,Conveniência,Recife,PE,2022-06-12,True
1127,CLI001127,Cliente 1127,Restaurante,Feira de Santana,BA,2021-02-12,True
1128,CLI001128,Cliente 1128,Atacado,São Luís,MA,2025-02-16,True
1129,CLI001129,Cliente 1129,Bar,Olinda,PE,2025-06-26,True
1130,CLI001130,Cliente 1130,Supermercado,Maracanaú,CE,2024-02-03,True
1131,CLI001131,Cliente 1131,Restaurante,Caucaia,CE,2021-02-06,True
1132,CLI001132,Cliente 1132,Bar,Caucaia,CE,2022-04-17,True
1133,CLI001133,Cliente 1133,Restaurante,Fortaleza,CE,2024-11-18,True
1134,CLI001134,Cliente 1134,Restaurante,São Luís,MA,2024-08-24,True
1135,CLI001135,Cliente 1135,Supermercado,Olinda,PE,2021-01-28,True
1136,CLI001136,Cliente 1136,Bar,Salvador,BA,2025-06-21,True
1137,CLI001137,Cliente 1137,Bar,Salvador,BA,2025-11-23,True
1138,CLI001138,Cliente 1138,Bar,São Luís,MA,2023-10-05,True
1139,CLI001139,Cliente 1139,Supermercado,Olinda,PE,2023-04-16,True
1140,CLI001140,Cliente 1140,Mercadinho,Olinda,PE,2022-06-10,True
1141,CLI001141,Cliente 1141,Atacado,Caucaia,CE,2022-12-18,True
1142,CLI001142,Cliente 1142,Conveniência,Caucaia,CE,2022-03-08,True
1143,CLI001143,Cliente 1143,Atacado,Salvador,BA,2022-08-09,True
1144,CLI001144,Cliente 1144,Atacado,Recife,PE,2021-11-11,True
1145,CLI001145,Cliente 1145,Restaurante,Caucaia,CE,2024-09-06,True
1146,CLI001146,Cliente 1146,Mercadinho,Maracanaú,CE,2024-08-25,True
1147,CLI001147,Cliente 1147,Restaurante,São Luís,MA,2022-01-24,True
1148,CLI001148,Cliente 1148,Conveniência,Salvador,BA,2023-08-10,True
1149,CLI001149,Cliente 1149,Atacado,Caucaia,CE,2024-06-23,True
1150,CLI001150,Cliente 1150,Mercadinho,São Luís,MA,2022-11-18,True
1151,CLI001151,Cliente 1151,Bar,Fortaleza,CE,2025-04-15,True
1152,CLI001152,Cliente 1152,Mercadinho,Salvador,BA,2025-11-07,True
1153,CLI001153,Cliente 1153,Restaurante,Recife,PE,2022-01-03,True
1154,CLI001154,Cliente 1154,Conveniência,São Luís,MA,2021-09-13,True
1155,CLI001155,Cliente 1155,Atacado,Salvador,BA,2025-09-02,True
1156,CLI001156,Cliente 1156,Bar,Salvador,BA,2022-12-28,True
1157,CLI001157,Cliente 1157,Restaurante,Feira de Santana,BA,2021-05-12,True
1158,CLI001158,Cliente 1158,Atacado,São Luís,MA,2021-04-24,True
1159,CLI001159,Cliente 1159,Bar,Feira de Santana,BA,2023-03-26,True
1160,CLI001160,Cliente 1160,Conveniência,Feira de Santana,BA,2024-03-27,True
1161,CLI001161,Cliente 1161,Supermercado,Maracanaú,CE,2022-05-16,True
1162,CLI001162,Cliente 1162,Mercadinho,Salvador,BA,2025-07-03,False
1163,CLI001163,Cliente 1163,Bar,Olinda,PE,2022-09-15,True
1164,CLI001164,Cliente 1164,Supermercado,Caucaia,CE,2022-07-10,True
1165,CLI001165,Cliente 1165,Restaurante,Fortaleza,CE,2025-05-16,True
1166,CLI001166,Cliente 1166,Supermercado,São Luís,MA,2021-01-05,True
1167,CLI001167,Cliente 1167,Mercadinho,São Luís,MA,2023-07-06,True
1168,CLI001168,Cliente 1168,Mercadinho,Recife,PE,2021-05-16,True
1169,CLI001169,Cliente 1169,Atacado,Maracanaú,CE,2023-10-16,True
1170,CLI001170,Cliente 1170,Conveniência,Olinda,PE,2024-12-27,True
1171,CLI001171,Cliente 1171,Restaurante,Fortaleza,CE,2022-10-02,True
1172,CLI001172,Cliente 1172,Conveniência,São Luís,MA,2022-06-06,True
1173,CLI001173,Cliente 1173,Bar,Salvador,BA,2023-01-10,True
1174,CLI001174,Cliente 1174,Atacado,Maracanaú,CE,2022-11-06,True
1175,CLI001175,Cliente 1175,Atacado,Caucaia,CE,2023-06-27,True
1176,CLI001176,Cliente 1176,Restaurante,Olinda,PE,2023-02-18,True
1177,CLI001177,Cliente 1177,Mercadinho,Caucaia,CE,2022-09-10,True
1178,CLI001178,Cliente 1178,Bar,São Luís,MA,2023-03-04,True
1179,CLI001179,Cliente 1179,Supermercado,Recife,PE,2025-10-23,True
1180,CLI001180,Cliente 1180,Bar,Maracanaú,CE,2024-02-04,True
1181,CLI001181,Cliente 1181,Bar,Fortaleza,CE,2023-05-23,True
1182,CLI001182,Cliente 1182,Atacado,São Luís,MA,2025-06-06,True
1183,CLI001183,Cliente 1183,Conveniência,Fortaleza,CE,2021-04-05,True
1184,CLI001184,Cliente 1184,Conveniência,Caucaia,CE,2022-05-05,True
1185,CLI001185,Cliente 1185,Bar,Maracanaú,CE,2021-02-01,True
1186,CLI001186,Cliente 1186,Mercadinho,Feira de Santana,BA,2022-02-02,True
1187,CLI001187,Cliente 1187,Bar,Fortaleza,CE,2021-05-02,True
1188,CLI001188,Cliente 1188,Mercadinho,Fortaleza,CE,2021-10-07,True
1189,CLI001189,Cliente 1189,Supermercado,Recife,PE,2023-01-03,True
1190,CLI001190,Cliente 1190,Atacado,Olinda,PE,2023-06-06,True
1191,CLI001191,Cliente 1191,Atacado,Recife,PE,2025-02-04,True
1192,CLI001192,Cliente 1192,Atacado,Fortaleza,CE,2022-12-07,True
1193,CLI001193,Cliente 1193,Atacado,Caucaia,CE,2021-12-04,True
1194,CLI001194,Cliente 1194,Restaurante,São Luís,MA,2025-03-15,True
1195,CLI001195,Cliente 1195,Supermercado,Maracanaú,CE,2023-07-14,True
1196,CLI001196,Cliente 1196,Bar,Recife,PE,2021-06-04,True
1197,CLI001197,Cliente 1197,Bar,Caucaia,CE,2023-12-10,True
1198,CLI001198,Cliente 1198,Mercadinho,Fortaleza,CE,2023-08-04,True
1199,CLI001199,Cliente 1199,Atacado,São Luís,MA,2023-11-27,True
1200,CLI001200,Cliente 1200,Restaurante,Feira de Santana,BA,2024-04-28,True
1201,CLI001201,Cliente 1201,Conveniência,São Luís,MA,2023-03-01,True
1202,CLI001202,Cliente 1202,Conveniência,São Luís,MA,2021-07-15,True
1203,CLI001203,Cliente 1203,Mercadinho,Maracanaú,CE,2022-07-13,True
1204,CLI001204,Cliente 1204,Conveniência,Maracanaú,CE,2022-02-12,True
1205,CLI001205,Cliente 1205,Supermercado,Salvador,BA,2025-07-04,True
1206,CLI001206,Cliente 1206,Conveniência,Feira de Santana,BA,2024-05-25,True
1207,CLI001207,Cliente 1207,Conveniência,Olinda,PE,2024-06-16,True
1208,CLI001208,Cliente 1208,Bar,Feira de Santana,BA,2025-05-05,True
1209,CLI001209,Cliente 1209,Mercadinho,Maracanaú,CE,2023-08-16,True
1210,CLI001210,Cliente 1210,Mercadinho,Caucaia,CE,2021-12-02,True
1211,CLI001211,Cliente 1211,Conveniência,São Luís,MA,2021-03-13,True
1212,CLI001212,Cliente 1212,Supermercado,Salvador,BA,2023-10-20,True
1213,CLI001213,Cliente 1213,Conveniência,Maracanaú,CE,2025-08-26,True
1214,CLI001214,Cliente 1214,Conveniência,Olinda,PE,2024-08-17,True
1215,CLI001215,Cliente 1215,Atacado,Salvador,BA,2025-01-25,True
1216,CLI001216,Cliente 1216,Mercadinho,Feira de Santana,BA,2024-08-11,True
1217,CLI001217,Cliente 1217,Bar,São Luís,MA,2021-01-06,True
1218,CLI001218,Cliente 1218,Conveniência,Olinda,PE,2022-08-14,True
1219,CLI001219,Cliente 1219,Bar,Feira de Santana,BA,2021-10-22,True
1220,CLI001220,Cliente 1220,Bar,São Luís,MA,2025-03-17,True
1221,CLI001221,Cliente 1221,Bar,Olinda,PE,2025-07-20,True
1222,CLI001222,Cliente 1222,Restaurante,Olinda,PE,2021-01-19,True
1223,CLI001223,Cliente 1223,Restaurante,Salvador,BA,2025-01-25,True
1224,CLI001224,Cliente 1224,Bar,Salvador,BA,2021-07-12,True
1225,CLI001225,Cliente 1225,Restaurante,Feira de Santana,BA,2021-11-08,True
1226,CLI001226,Cliente 1226,Atacado,Olinda,PE,2021-12-03,True
1227,CLI001227,Cliente 1227,Restaurante,Maracanaú,CE,2022-01-18,True
1228,CLI001228,Cliente 1228,Conveniência,São Luís,MA,2024-10-17,True
1229,CLI001229,Cliente 1229,Mercadinho,Olinda,PE,2024-10-01,True
1230,CLI001230,Cliente 1230,Atacado,Feira de Santana,BA,2024-06-19,True
1231,CLI001231,Cliente 1231,Mercadinho,São Luís,MA,2022-06-16,True
1232,CLI001232,Cliente 1232,Supermercado,Salvador,BA,2025-05-12,True
1233,CLI001233,Cliente 1233,Bar,Recife,PE,2021-09-07,True
1234,CLI001234,Cliente 1234,Restaurante,Fortaleza,CE,2025-07-26,True
1235,CLI001235,Cliente 1235,Conveniência,Maracanaú,CE,2025-02-19,True
1236,CLI001236,Cliente 1236,Atacado,Maracanaú,CE,2025-08-14,True
1237,CLI001237,Cliente 1237,Conveniência,Maracanaú,CE,2023-09-26,True
1238,CLI001238,Cliente 1238,Supermercado,Salvador,BA,2024-07-09,True
1239,CLI001239,Cliente 1239,Conveniência,São Luís,MA,2025-03-01,True
1240,CLI001240,Cliente 1240,Atacado,Caucaia,CE,2024-04-22,True
1241,CLI001241,Cliente 1241,Restaurante,São Luís,MA,2025-10-28,True
1242,CLI001242,Cliente 1242,Atacado,Feira de Santana,BA,2021-09-07,True
1243,CLI001243,Cliente 1243,Supermercado,Caucaia,CE,2022-12-22,True
1244,CLI001244,Cliente 1244,Bar,Feira de Santana,BA,2023-02-21,True
1245,CLI001245,Cliente 1245,Restaurante,Feira de Santana,BA,2023-11-06,True
1246,CLI001246,Cliente 1246,Bar,Recife,PE,2022-02-05,True
1247,CLI001247,Cliente 1247,Restaurante,Recife,PE,2024-08-18,True
1248,CLI001248,Cliente 1248,Conveniência,Feira de Santana,BA,2021-04-06,True
1249,CLI001249,Cliente 1249,Restaurante,Fortaleza,CE,2023-11-18,True
1250,CLI001250,Cliente 1250,Conveniência,Fortaleza,CE,2024-01-02,True
1251,CLI001251,Cliente 1251,Restaurante,Maracanaú,CE,2025-05-28,True
1252,CLI001252,Cliente 1252,Restaurante,Feira de Santana,BA,2021-07-27,True
1253,CLI001253,Cliente 1253,Supermercado,Caucaia,CE,2021-10-24,True
1254,CLI001254,Cliente 1254,Atacado,Maracanaú,CE,2025-09-09,True
1255,CLI001255,Cliente 1255,Supermercado,Maracanaú,CE,2025-02-25,True
1256,CLI001256,Cliente 1256,Atacado,Salvador,BA,2024-12-24,True
1257,CLI001257,Cliente 1257,Supermercado,Feira de Santana,BA,2022-02-06,True
1258,CLI001258,Cliente 1258,Bar,Olinda,PE,2024-05-28,True
1259,CLI001259,Cliente 1259,Atacado,São Luís,MA,2023-12-04,True
1260,CLI001260,Cliente 1260,Bar,Feira de Santana,BA,2022-05-26,True
1261,CLI001261,Cliente 1261,Bar,Salvador,BA,2023-05-01,True
1262,CLI001262,Cliente 1262,Conveniência,Fortaleza,CE,2021-12-26,True
1263,CLI001263,Cliente 1263,Atacado,Olinda,PE,2024-05-21,True
1264,CLI001264,Cliente 1264,Conveniência,Salvador,BA,2021-09-28,True
1265,CLI001265,Cliente 1265,Bar,São Luís,MA,2021-07-09,True
1266,CLI001266,Cliente 1266,Restaurante,Recife,PE,2022-03-15,True
1267,CLI001267,Cliente 1267,Mercadinho,Feira de Santana,BA,2023-02-27,True
1268,CLI001268,Cliente 1268,Bar,São Luís,MA,2024-06-23,True
1269,CLI001269,Cliente 1269,Supermercado,Maracanaú,CE,2023-09-03,True
1270,CLI001270,Cliente 1270,Bar,Salvador,BA,2021-01-21,True
1271,CLI001271,Cliente 1271,Conveniência,São Luís,MA,2022-01-13,True
1272,CLI001272,Cliente 1272,Restaurante,Olinda,PE,2025-02-04,True
1273,CLI001273,Cliente 1273,Atacado,Caucaia,CE,2024-06-15,True
1274,CLI001274,Cliente 1274,Restaurante,Caucaia,CE,2022-11-19,True
1275,CLI001275,Cliente 1275,Supermercado,Olinda,PE,2021-07-12,True
1276,CLI001276,Cliente 1276,Atacado,Feira de Santana,BA,2022-01-01,True
1277,CLI001277,Cliente 1277,Mercadinho,Recife,PE,2024-04-09,True
1278,CLI001278,Cliente 1278,Mercadinho,Caucaia,CE,2024-10-14,True
1279,CLI001279,Cliente 1279,Mercadinho,Caucaia,CE,2023-03-19,True
1280,CLI001280,Cliente 1280,Bar,Feira de Santana,BA,2024-02-08,True
1281,CLI001281,Cliente 1281,Restaurante,Recife,PE,2023-12-16,True
1282,CLI001282,Cliente 1282,Supermercado,Feira de Santana,BA,2025-04-27,True
1283,CLI001283,Cliente 1283,Bar,Recife,PE,2022-07-26,True
1284,CLI001284,Cliente 1284,Restaurante,Olinda,PE,2022-10-15,True
1285,CLI001285,Cliente 1285,Atacado,Salvador,BA,2024-02-01,True
1286,CLI001286,Cliente 1286,Conveniência,Salvador,BA,2024-11-07,True
1287,CLI001287,Cliente 1287,Conveniência,Feira de Santana,BA,2025-05-03,True
1288,CLI001288,Cliente 1288,Mercadinho,Fortaleza,CE,2023-04-16,True
1289,CLI001289,Cliente 1289,Mercadinho,Fortaleza,CE,2023-09-20,True
1290,CLI001290,Cliente 1290,Conveniência,Feira de Santana,BA,2023-03-18,True
1291,CLI001291,Cliente 1291,Restaurante,Caucaia,CE,2022-09-16,True
1292,CLI001292,Cliente 1292,Supermercado,São Luís,MA,2021-06-23,True
1293,CLI001293,Cliente 1293,Restaurante,Caucaia,CE,2021-06-02,True
1294,CLI001294,Cliente 1294,Restaurante,São Luís,MA,2023-07-10,True
1295,CLI001295,Cliente 1295,Atacado,Olinda,PE,2023-09-11,True
1296,CLI001296,Cliente 1296,Restaurante,Caucaia,CE,2024-03-18,True
1297,CLI001297,Cliente 1297,Mercadinho,São Luís,MA,2022-03-02,True
1298,CLI001298,Cliente 1298,Bar,Fortaleza,CE,2023-03-23,True
1299,CLI001299,Cliente 1299,Bar,Maracanaú,CE,2021-08-12,True
1300,CLI001300,Cliente 1300,Bar,São Luís,MA,2024-02-28,True
1301,CLI001301,Cliente 1301,Mercadinho,Caucaia,CE,2023-02-07,True
1302,CLI001302,Cliente 1302,Supermercado,Caucaia,CE,2025-05-19,True
1303,CLI001303,Cliente 1303,Atacado,Recife,PE,2021-09-25,True
1304,CLI001304,Cliente 1304,Mercadinho,Feira de Santana,BA,2022-08-22,True
1305,CLI001305,Cliente 1305,Mercadinho,Salvador,BA,2023-11-22,True
1306,CLI001306,Cliente 1306,Atacado,Salvador,BA,2021-06-05,False
1307,CLI001307,Cliente 1307,Conveniência,São Luís,MA,2024-08-21,True
1308,CLI001308,Cliente 1308,Restaurante,Fortaleza,CE,2021-11-20,True
1309,CLI001309,Cliente 1309,Conveniência,Salvador,BA,2025-03-07,True
1310,CLI001310,Cliente 1310,Restaurante,Olinda,PE,2021-12-03,True
1311,CLI001311,Cliente 1311,Mercadinho,Feira de Santana,BA,2024-05-06,True
1312,CLI001312,Cliente 1312,Mercadinho,Feira de Santana,BA,2021-04-06,True
1313,CLI001313,Cliente 1313,Restaurante,Feira de Santana,BA,2022-02-10,True
1314,CLI001314,Cliente 1314,Conveniência,Feira de Santana,BA,2023-11-20,True
1315,CLI001315,Cliente 1315,Restaurante,Maracanaú,CE,2025-04-16,True
1316,CLI001316,Cliente 1316,Bar,Feira de Santana,BA,2023-10-20,True
1317,CLI001317,Cliente 1317,Restaurante,Feira de Santana,BA,2025-03-14,True
1318,CLI001318,Cliente 1318,Mercadinho,Maracanaú,CE,2025-06-15,True
1319,CLI001319,Cliente 1319,Bar,Caucaia,CE,2025-11-21,True
1320,CLI001320,Cliente 1320,Bar,Olinda,PE,2024-02-26,True
1321,CLI001321,Cliente 1321,Supermercado,Caucaia,CE,2023-04-17,True
1322,CLI001322,Cliente 1322,Atacado,Fortaleza,CE,2021-01-17,True
1323,CLI001323,Cliente 1323,Bar,Feira de Santana,BA,2021-08-22,True
1324,CLI001324,Cliente 1324,Restaurante,Olinda,PE,2023-10-03,True
1325,CLI001325,Cliente 1325,Mercadinho,Fortaleza,CE,2024-03-26,True
1326,CLI001326,Cliente 1326,Mercadinho,Feira de Santana,BA,2021-07-23,True
1327,CLI001327,Cliente 1327,Conveniência,São Luís,MA,2024-10-26,True
1328,CLI001328,Cliente 1328,Supermercado,Caucaia,CE,2022-02-24,True
1329,CLI001329,Cliente 1329,Conveniência,Olinda,PE,2021-07-18,False
1330,CLI001330,Cliente 1330,Mercadinho,Feira de Santana,BA,2021-03-21,True
1331,CLI001331,Cliente 1331,Conveniência,Feira de Santana,BA,2025-12-16,True
1332,CLI001332,Cliente 1332,Conveniência,Salvador,BA,2024-05-03,True
1333,CLI001333,Cliente 1333,Supermercado,Fortaleza,CE,2021-01-23,True
1334,CLI001334,Cliente 1334,Supermercado,Fortaleza,CE,2024-11-05,True
1335,CLI001335,Cliente 1335,Conveniência,Feira de Santana,BA,2025-04-03,True
1336,CLI001336,Cliente 1336,Supermercado,São Luís,MA,2024-07-01,True
1337,CLI001337,Cliente 1337,Conveniência,Caucaia,CE,2024-08-16,False
1338,CLI001338,Cliente 1338,Atacado,São Luís,MA,2022-04-10,True
1339,CLI001339,Cliente 1339,Mercadinho,Feira de Santana,BA,2023-01-04,True
1340,CLI001340,Cliente 1340,Bar,Feira de Santana,BA,2024-12-19,True
1341,CLI001341,Cliente 1341,Mercadinho,Olinda,PE,2024-07-16,True
1342,CLI001342,Cliente 1342,Supermercado,São Luís,MA,2021-09-01,True
1343,CLI001343,Cliente 1343,Atacado,Salvador,BA,2021-05-21,True
1344,CLI001344,Cliente 1344,Mercadinho,São Luís,MA,2024-10-21,True
1345,CLI001345,Cliente 1345,Mercadinho,Feira de Santana,BA,2022-05-24,True
1346,CLI001346,Cliente 1346,Bar,Salvador,BA,2022-09-08,True
1347,CLI001347,Cliente 1347,Atacado,Salvador,BA,2024-03-10,True
1348,CLI001348,Cliente 1348,Bar,Feira de Santana,BA,2023-08-26,True
1349,CLI001349,Cliente 1349,Atacado,Caucaia,CE,2022-05-23,True
1350,CLI001350,Cliente 1350,Supermercado,São Luís,MA,2022-04-06,True
1351,CLI001351,Cliente 1351,Bar,Maracanaú,CE,2024-05-08,True
1352,CLI001352,Cliente 1352,Mercadinho,Fortaleza,CE,2023-05-12,True
1353,CLI001353,Cliente 1353,Atacado,Caucaia,CE,2021-02-11,True
1354,CLI001354,Cliente 1354,Mercadinho,Recife,PE,2025-04-16,True
1355,CLI001355,Cliente 1355,Restaurante,Salvador,BA,2021-09-09,True
1356,CLI001356,Cliente 1356,Conveniência,Maracanaú,CE,2021-08-26,True
1357,CLI001357,Cliente 1357,Mercadinho,Maracanaú,CE,2025-10-26,True
1358,CLI001358,Cliente 1358,Atacado,Maracanaú,CE,2021-09-04,True
1359,CLI001359,Cliente 1359,Supermercado,Maracanaú,CE,2023-03-24,True
1360,CLI001360,Cliente 1360,Atacado,São Luís,MA,2024-12-28,True
1361,CLI001361,Cliente 1361,Restaurante,Salvador,BA,2022-02-28,True
1362,CLI001362,Cliente 1362,Mercadinho,Feira de Santana,BA,2022-08-11,True
1363,CLI001363,Cliente 1363,Mercadinho,Caucaia,CE,2023-06-23,True
1364,CLI001364,Cliente 1364,Conveniência,Salvador,BA,2022-03-25,True
1365,CLI001365,Cliente 1365,Supermercado,Feira de Santana,BA,2022-07-14,True
1366,CLI001366,Cliente 1366,Atacado,São Luís,MA,2023-01-15,True
1367,CLI001367,Cliente 1367,Conveniência,Fortaleza,CE,2025-02-03,True
1368,CLI001368,Cliente 1368,Supermercado,Feira de Santana,BA,2024-01-13,True
1369,CLI001369,Cliente 1369,Atacado,Caucaia,CE,2021-11-23,True
1370,CLI001370,Cliente 1370,Bar,Olinda,PE,2024-11-23,True
1371,CLI001371,Cliente 1371,Conveniência,Olinda,PE,2023-06-01,True
1372,CLI001372,Cliente 1372,Conveniência,Caucaia,CE,2024-08-21,True
1373,CLI001373,Cliente 1373,Conveniência,São Luís,MA,2023-11-13,True
1374,CLI001374,Cliente 1374,Mercadinho,Olinda,PE,2021-09-11,True
1375,CLI001375,Cliente 1375,Atacado,Caucaia,CE,2025-05-07,True
1376,CLI001376,Cliente 1376,Atacado,Olinda,PE,2023-11-06,False
1377,CLI001377,Cliente 1377,Supermercado,Olinda,PE,2023-12-14,True
1378,CLI001378,Cliente 1378,Conveniência,Maracanaú,CE,2021-06-09,True
1379,CLI001379,Cliente 1379,Mercadinho,Salvador,BA,2021-11-04,True
1380,CLI001380,Cliente 1380,Bar,Fortaleza,CE,2023-04-26,True
1381,CLI001381,Cliente 1381,Restaurante,Recife,PE,2023-05-22,True
1382,CLI001382,Cliente 1382,Conveniência,Caucaia,CE,2024-09-24,True
1383,CLI001383,Cliente 1383,Atacado,Salvador,BA,2025-04-27,True
1384,CLI001384,Cliente 1384,Mercadinho,São Luís,MA,2022-12-14,True
1385,CLI001385,Cliente 1385,Mercadinho,Maracanaú,CE,2021-07-05,True
1386,CLI001386,Cliente 1386,Mercadinho,São Luís,MA,2023-11-17,True
1387,CLI001387,Cliente 1387,Restaurante,Feira de Santana,BA,2025-08-21,True
1388,CLI001388,Cliente 1388,Conveniência,São Luís,MA,2024-12-14,True
1389,CLI001389,Cliente 1389,Atacado,Caucaia,CE,2022-08-23,True
1390,CLI001390,Cliente 1390,Conveniência,Maracanaú,CE,2022-08-16,True
1391,CLI001391,Cliente 1391,Atacado,Caucaia,CE,2023-02-20,True
1392,CLI001392,Cliente 1392,Mercadinho,Maracanaú,CE,2023-10-10,True
1393,CLI001393,Cliente 1393,Mercadinho,Caucaia,CE,2023-05-12,True
1394,CLI001394,Cliente 1394,Mercadinho,São Luís,MA,2022-03-26,True
1395,CLI001395,Cliente 1395,Restaurante,Fortaleza,CE,2023-04-06,True
1396,CLI001396,Cliente 1396,Mercadinho,São Luís,MA,2021-09-12,True
1397,CLI001397,Cliente 1397,Bar,Fortaleza,CE,2024-10-10,True
1398,CLI001398,Cliente 1398,Bar,Salvador,BA,2024-12-27,True
1399,CLI001399,Cliente 1399,Atacado,Caucaia,CE,2024-08-22,True
1400,CLI001400,Cliente 1400,Mercadinho,Salvador,BA,2025-11-20,True
1401,CLI001401,Cliente 1401,Bar,Recife,PE,2023-09-02,True
1402,CLI001402,Cliente 1402,Conveniência,São Luís,MA,2023-11-03,True
1403,CLI001403,Cliente 1403,Atacado,Fortaleza,CE,2023-09-21,True
1404,CLI001404,Cliente 1404,Supermercado,Maracanaú,CE,2025-09-19,True
1405,CLI001405,Cliente 1405,Bar,Recife,PE,2025-01-04,True
1406,CLI001406,Cliente 1406,Mercadinho,Caucaia,CE,2023-04-08,True
1407,CLI001407,Cliente 1407,Mercadinho,São Luís,MA,2025-10-11,True
1408,CLI001408,Cliente 1408,Bar,Fortaleza,CE,2021-06-14,True
1409,CLI001409,Cliente 1409,Atacado,Fortaleza,CE,2023-07-09,True
1410,CLI001410,Cliente 1410,Atacado,Maracanaú,CE,2022-05-05,True
1411,CLI001411,Cliente 1411,Supermercado,Maracanaú,CE,2023-07-22,True
1412,CLI001412,Cliente 1412,Supermercado,Salvador,BA,2021-12-02,True
1413,CLI001413,Cliente 1413,Restaurante,Maracanaú,CE,2022-07-11,True
1414,CLI001414,Cliente 1414,Mercadinho,Maracanaú,CE,2022-04-25,True
1415,CLI001415,Cliente 1415,Bar,Recife,PE,2025-09-13,True
1416,CLI001416,Cliente 1416,Mercadinho,Olinda,PE,2023-08-18,True
1417,CLI001417,Cliente 1417,Mercadinho,São Luís,MA,2024-11-08,True
1418,CLI001418,Cliente 1418,Restaurante,Fortaleza,CE,2025-10-22,True
1419,CLI001419,Cliente 1419,Restaurante,Caucaia,CE,2025-07-15,True
1420,CLI001420,Cliente 1420,Supermercado,Recife,PE,2023-09-06,True
1421,CLI001421,Cliente 1421,Atacado,Feira de Santana,BA,2024-01-01,True
1422,CLI001422,Cliente 1422,Conveniência,Olinda,PE,2022-01-02,True
1423,CLI001423,Cliente 1423,Restaurante,São Luís,MA,2025-05-27,True
1424,CLI001424,Cliente 1424,Conveniência,Salvador,BA,2022-10-27,True
1425,CLI001425,Cliente 1425,Supermercado,Fortaleza,CE,2025-10-03,True
1426,CLI001426,Cliente 1426,Conveniência,Feira de Santana,BA,2021-03-24,True
1427,CLI001427,Cliente 1427,Bar,Olinda,PE,2022-10-17,True
1428,CLI001428,Cliente 1428,Conveniência,Salvador,BA,2023-11-09,True
1429,CLI001429,Cliente 1429,Restaurante,São Luís,MA,2022-11-11,True
1430,CLI001430,Cliente 1430,Atacado,São Luís,MA,2023-01-23,True
1431,CLI001431,Cliente 1431,Atacado,Fortaleza,CE,2024-01-01,True
1432,CLI001432,Cliente 1432,Atacado,Feira de Santana,BA,2024-07-18,True
1433,CLI001433,Cliente 1433,Atacado,Maracanaú,CE,2021-11-15,True
1434,CLI001434,Cliente 1434,Bar,Salvador,BA,2025-06-13,True
1435,CLI001435,Cliente 1435,Mercadinho,Fortaleza,CE,2024-06-07,True
1436,CLI001436,Cliente 1436,Conveniência,Recife,PE,2021-05-22,True
1437,CLI001437,Cliente 1437,Supermercado,Salvador,BA,2021-10-21,True
1438,CLI001438,Cliente 1438,Supermercado,Recife,PE,2024-06-02,True
1439,CLI001439,Cliente 1439,Mercadinho,Recife,PE,2022-11-13,True
